Word,OccurTotal,OccurNum,Rating.Mean,Rating.SD,Frequency
lamebrain,19,17,12.06,3.09,13
larva,19,18,8.83,2.53,13
laryngoscope,20,9,17.67,2.74,13
linguine,20,18,12.22,4.7,13
maser,19,7,11.71,3.77,13
millisecond,19,18,11.11,2.72,13
misjudge,19,19,9.42,2.67,13
mortem,21,14,12.43,2.31,13
mucosa,18,8,14.12,3.18,13
myopic,20,15,13.33,2.99,13
newness,20,20,7.2,2.71,13
nonsensical,19,18,12.33,4.51,13
obtuse,19,18,12.06,2.88,13
oleic,19,4,15.75,2.87,13
overconfident,19,19,11.53,2.93,13
oxidation,19,19,13.16,2.81,13
parabolic,20,13,14.54,4.03,13
parameter,20,20,10.95,2.67,13
peat,18,14,12.93,3.38,13
perishable,18,18,11.72,3.53,13
phrasing,21,21,11.62,3.53,13
polyp,19,19,16.05,3.92,13
poorhouse,18,18,10.61,3.4,13
prerequisite,18,18,12.78,3.87,13
prophesy,19,19,10.53,3.56,13
pueblo,20,17,11.94,4.46,13
pullover,19,19,8.05,2.88,13
quantify,21,21,14,3.99,13
reachable,19,19,9.16,2.39,13
readjustment,21,21,12.67,4.19,13
redial,19,19,9.42,3.95,13
renovate,20,20,11.4,3.05,13
resourcefulness,21,21,10.9,3.27,13
revitalize,19,19,12.42,3.4,13
roan,19,12,13,3.91,13
saddlebag,21,19,11.37,3.96,13
salvageable,20,20,12.1,3.4,13
sampan,20,7,16.57,2.15,13
sclerosis,20,18,14.22,3.25,13
scribe,20,20,10.1,3.13,13
scrubber,19,19,8.21,3.65,13
secretion,20,20,12.05,2.8,13
sentimentalist,20,19,13.21,2.64,13
shoehorn,20,19,7.89,2.81,13
shoestring,19,19,6.21,3.33,13
shuck,19,17,9.76,2.49,13
singe,21,21,11.57,3.79,13
sitar,19,14,13,2.86,13
skimp,20,20,11.25,3.88,13
sleazebag,21,21,12.48,3.93,13
sojourn,19,13,12.69,3.68,13
songwriting,19,19,9.37,2.89,13
stranglehold,20,20,11,2.94,13
sundry,20,19,13.05,3.14,13
sunspot,19,19,12.21,2.15,13
surveyor,18,18,11.67,4.27,13
swanky,21,18,11.78,5.19,13
synchronization,20,19,12.74,4.51,13
tentacle,20,20,8.65,2.78,13
thermodynamics,20,19,14.95,3.54,13
thermonuclear,20,17,14.71,3.62,13
tonnage,19,15,12.07,3.67,13
topography,18,17,13.41,3.86,13
torturer,19,18,10.83,3.5,13
tracheal,37,26,15.04,3.12,13
treetop,20,20,5.65,2.18,13
triceps,21,21,11.33,4.22,13
turncoat,18,16,12,2.45,13
tusk,21,21,7.67,2.18,13
unmade,20,20,9.05,3,13
unquestioned,19,18,10.61,2.64,13
uplift,20,20,10,2.6,13
viscous,19,18,13.28,2.78,13
vivacious,19,18,13.44,3.97,13
windowpane,20,19,8.58,3.52,13
yawp,19,5,12.8,4.02,13
yore,20,14,11.5,4.42,13
adulteress,18,18,12.22,3.23,13
airtime,18,18,11.78,3.21,13
anguished,18,17,12.06,3.58,13
antagonist,18,18,11.17,2.41,13
avionics,18,13,14.31,3.92,13
ayatollah,19,17,15.47,3.89,13
benediction,19,18,14.11,4.09,13
blurb,19,18,11.56,3.65,13
callow,18,12,13.25,4,13
chub,19,15,10.6,4.85,13
coastguard,18,18,9.39,3.57,13
colonize,18,18,9.72,2.3,13
compunction,18,11,14.82,3.95,13
conductive,18,18,11.61,2.4,13
crawfish,19,19,8.74,2.88,13
crawlspace,18,18,8.89,2.72,13
cymbal,19,17,9.94,2.9,13
depletion,19,18,14.22,3.15,13
dilettante,19,12,16.08,2.68,13
dustpan,18,17,6.47,2.5,13
expletive,18,13,12.85,2.7,13
familial,20,19,12.11,2.88,13
gauss,18,11,13.27,4.41,13
humbling,19,19,9.79,2.8,13
hydro,19,18,10.56,3.45,13
importer,19,18,11.39,3.57,13
impresario,18,9,14.78,3.96,13
inarticulate,18,15,13.87,4.56,13
indecency,20,20,12.15,4.13,13
inkwell,18,17,11.76,4.84,13
jurist,18,14,12.71,3.07,13
livelong,19,16,9,3.9,13
meritorious,18,9,13.33,2.45,13
mezuzah,20,3,14.67,3.79,13
migrant,19,19,11.74,3.89,13
moneybags,19,19,9.32,3.64,13
mooring,19,9,12.22,2.82,13
motorcyclist,18,18,7.17,2.26,13
mulatto,20,15,13.13,3.48,13
outpouring,18,15,10.67,2.35,13
pacer,18,16,12.06,3.49,13
paranoiac,20,14,15.5,2.03,13
pentameter,19,13,13.62,2.66,13
pomegranate,19,18,11.17,4.48,13
procrastinate,18,17,10.94,2.88,13
procurement,20,17,13.35,4.09,13
readjust,19,18,10.5,3.29,13
recurrent,19,19,10.84,2.52,13
redskin,19,19,10.32,3,13
reprisal,19,19,13.89,4.84,13
reunification,19,18,13.94,3.78,13
ricotta,19,18,12.67,4.38,13
sciatica,18,11,15.55,4.8,13
sisterly,18,17,8.35,3.3,13
steno,19,13,13.69,3.07,13
stickball,18,15,8.6,2.41,13
stressor,18,18,12.22,4.08,13
translucent,19,19,11.95,2.91,13
unconsciousness,19,19,9.47,2.84,13
underpass,19,19,9.16,2.27,13
witchy,19,19,8.32,4.74,13
ziti,18,14,12.07,5.06,13
norther,21,5,8.8,3.42,13
wolfsbane,19,12,13.33,4.03,13
ambulatory,19,17,12.59,2.92,12
bringer,19,16,9.38,4.38,12
failsafe,19,18,11.44,3.28,12
housemaid,19,19,9,3.48,12
palazzo,18,10,15.5,2.8,12
birdbrain,20,18,8.22,2.46,12
blinker,18,18,8.89,3.5,12
capillary,20,18,13.17,4.13,12
chalkboard,18,18,5.78,1.48,12
crustacean,20,16,10.38,4.05,12
firmness,18,17,9.12,2.64,12
highlander,20,17,10.94,4.79,12
illustrator,18,17,8.41,3.12,12
laryngeal,22,8,14.75,3.24,12
pounder,18,17,10.76,4.12,12
streamlet,19,10,13,3.02,12
unrefined,18,17,11.47,3.08,12
unrepentant,37,32,11.75,3.34,12
abbreviation,18,18,9.11,2.37,12
apostrophe,18,18,8.39,1.85,12
bended,18,18,9.67,3.91,12
brownish,18,17,7.71,3.31,12
carbuncle,19,9,18.22,4.35,12
communicable,19,18,12.39,3.71,12
degenerative,20,20,13.35,3.9,12
dingle,18,9,12.22,5.43,12
dowdy,19,15,11.93,4.25,12
duvet,19,12,15,3.95,12
eggbeater,19,19,9.05,3.75,12
exasperating,19,16,11.81,3.33,12
exclusion,18,18,10.39,2.87,12
exuberant,19,18,10.94,2.84,12
fairyland,18,18,8.22,4.32,12
firebug,18,16,7.94,2.91,12
frankincense,19,14,10.14,4.19,12
ghoulish,18,16,11.31,2.65,12
headshrinker,18,16,11.56,4.29,12
hypertensive,19,18,17.17,4.25,12
infighting,18,17,12.53,3.56,12
ionization,19,17,15.76,3.68,12
jimsonweed,18,6,16.17,1.94,12
kibbutz,18,9,14.33,4.36,12
kielbasa,18,13,11.92,5.36,12
lading,20,8,15.5,4.57,12
lifter,18,17,10.59,2.79,12
lilt,18,10,12.5,2.88,12
lumbering,19,19,10.47,3.72,12
maneuverable,18,16,13,1.86,12
maraschino,18,15,10,3.76,12
masher,18,16,11.62,5.86,12
metabolize,18,18,12.28,2.05,12
methanol,19,17,15.24,3.63,12
mohair,19,13,13.15,3.46,12
mote,35,24,10.38,3.29,12
nape,19,19,10.53,3.64,12
neigh,18,15,7.2,3.73,12
notation,18,18,12.78,3.72,12
oceanographic,18,18,12.83,3.22,12
orthopedist,18,16,14.44,5.19,12
outfield,18,18,7.44,2.64,12
overblown,19,18,9.39,2.81,12
parliamentary,18,16,12.44,2.34,12
personable,19,19,11.74,4.01,12
pianoforte,18,13,12.38,4.68,12
poolside,19,19,8.26,2.83,12
prerecorded,18,18,10.22,2.94,12
pretrial,20,17,14.94,4.32,12
publicize,19,18,11.44,3.93,12
raiser,18,16,9.31,3.05,12
reagent,19,14,14,4.71,12
recoup,19,19,12.74,3.26,12
scant,20,19,12.16,4.07,12
screener,20,18,13.06,4.92,12
scummy,18,18,10.28,4.06,12
serrated,19,17,11.29,3.1,12
slanderous,18,14,13.36,2.41,12
squelch,18,16,11.75,3.99,12
staffer,18,16,12.94,5.17,12
stealer,19,17,8.24,3.42,12
straggler,18,16,10.56,3.29,12
subzero,18,18,11.72,3.79,12
swagger,18,17,12,2.92,12
swoosh,18,18,7.17,3.4,12
tempestuous,19,18,15.33,3.45,12
tempura,19,14,14.5,6.3,12
tertiary,18,16,14.38,3.63,12
thunderhead,18,10,11.6,4.5,12
twisty,18,17,6.53,2.94,12
unfocused,36,36,10.31,2.92,12
unkempt,18,18,13,3.69,12
unpublished,19,19,12.05,3.49,12
voiceprint,32,18,14.22,2.71,12
warhorse,20,18,13.22,5,12
weighty,18,18,10.61,3.79,12
wisenheimer,18,11,12.36,5.24,12
woodcutter,19,19,7.89,2.6,12
worrisome,18,18,9,2.45,12
worthiness,19,19,11.26,3.38,12
yearling,19,19,11.32,4.24,12
adagio,21,8,12.62,4.78,12
aeronautical,19,17,14.35,3.39,12
aftershock,18,18,10.33,3.24,12
airfare,19,19,10.26,3.05,12
allegory,19,19,14.16,2.59,12
ambidextrous,21,19,11.84,4.37,12
ambivalence,19,19,13.37,4.94,12
analog,22,21,13.62,3.56,12
antitrust,18,16,14.88,3.95,12
archway,18,17,10.06,3.15,12
banyan,18,8,10.75,4.65,12
barometric,19,17,12.18,2.74,12
biographical,19,19,10.05,2.39,12
bloodstain,18,18,7,2.57,12
blooper,18,18,8.94,3.54,12
bluebeard,19,15,9.73,2.87,12
bobsleigh,18,16,8.69,3.11,12
calibrate,18,18,12.89,2.97,12
cesarean,19,19,11.63,3.13,12
chauvinism,19,17,13.35,3.48,12
chickadee,19,19,9.79,5.91,12
childbearing,19,19,10.37,3.24,12
chrysanthemum,19,17,8.47,2.58,12
cig,18,13,11.62,3.71,12
constrictor,19,18,11.44,3.54,12
contemplation,18,17,11.82,3.26,12
cornmeal,19,19,6.84,2.22,12
correctness,18,18,8.72,2.72,12
countryman,18,17,11.12,3.04,12
courant,19,9,11.33,3.16,12
creaky,19,18,6.89,1.94,12
curvature,18,18,13,2.38,12
deportment,18,18,14.33,3.8,12
dextrose,19,16,16.38,3.93,12
dimwitted,19,19,9.89,2.88,12
discus,19,17,9.53,5,12
disillusion,19,19,13.79,3.78,12
disinformation,19,17,12.82,3.19,12
egocentric,18,15,14.27,3.06,12
elliptical,18,16,11.81,3.69,12
embroider,18,17,11,4.72,12
falsify,18,17,12.47,3.08,12
flange,18,15,15.47,3.72,12
fume,19,18,8.67,2.93,12
grabber,18,17,8.24,3.09,12
grata,22,9,14.78,2.86,12
grungy,19,17,10,3.92,12
hallucinogen,19,19,13.58,3.86,12
hayloft,18,14,7.57,3.11,12
hipster,19,19,14.42,5.45,12
hoofer,19,14,12.07,4.18,12
imprudent,18,16,12.88,2.47,12
inoffensive,19,19,11.63,2.87,12
magnate,19,15,14.93,4.15,12
meatpacking,18,18,9.33,2.89,12
microfiche,18,16,14.75,4.06,12
minuteman,20,20,10.4,2.3,12
misdirect,19,19,10,3.18,12
narcolepsy,19,18,14.5,4.09,12
narrate,18,18,9.06,3.32,12
natty,19,12,12.08,3.03,12
niceness,18,18,5.17,1.95,12
nutritionist,19,19,10.95,2.37,12
operable,18,17,13,3.28,12
parfait,18,17,10.76,4.63,12
pathos,18,15,13.13,3.93,12
patterned,18,17,8.76,3.61,12
peacemaker,22,22,9.55,2.94,12
penalize,19,19,11,2.56,12
phosphorous,22,20,11.15,3.28,12
polyurethane,19,19,13.63,4.39,12
positivity,18,18,11.61,3.24,12
postgraduate,18,18,14.56,3.57,12
potentate,19,12,14.5,4.34,12
predisposition,19,19,12.79,4.35,12
preventive,18,18,10.5,2.73,12
proclivity,20,16,15.25,5.26,12
protegee,18,15,12.4,2.77,12
protracted,19,17,11.35,2.55,12
psychotherapist,18,17,15.06,3.29,12
puce,19,7,15.14,4.56,12
radiance,18,18,9.56,2.68,12
raindrop,18,18,6.11,2.72,12
remnant,18,17,11.71,4.21,12
salespeople,19,18,8.11,2.85,12
scooper,19,19,7.21,2.15,12
scruff,19,19,10.32,4,12
senatorial,18,16,13.19,3.19,12
sharpness,19,19,8.58,2.78,12
slapstick,19,17,12.29,3.42,12
snobby,18,18,9.72,2.67,12
songbird,19,19,7.47,3.56,12
soupy,18,17,7.29,3.37,12
spangled,19,18,9.11,3.83,12
speculative,18,18,12.89,2.49,12
sprig,19,16,10.31,3.44,12
squatter,19,18,11.39,3.58,12
subjugation,21,14,15.86,4.69,12
swimmy,18,13,8.15,3.89,12
taster,19,18,7.28,2.99,12
teamster,19,18,12.56,3.5,12
telescopic,19,19,11.32,3.23,12
tiebreaker,19,19,8.47,2.41,12
tightwad,19,19,10.21,2.27,12
timeshare,18,18,14.33,3.46,12
topcoat,18,15,9.87,3.31,12
transitory,19,15,14.87,3.74,12
triggerman,18,16,13.62,4.53,12
trudge,19,16,12.69,2.63,12
trundle,19,15,11.33,4.97,12
uninhibited,19,19,13.16,3.45,12
unraveled,18,17,7.88,3.1,12
urinalysis,19,19,14.68,3.23,12
utensil,18,18,7.67,2.45,12
verbiage,20,15,15.2,3.32,12
verve,18,14,10,2.75,12
wheatgrass,19,18,12.67,4.43,12
workingman,18,18,10.56,2.87,12
zoologist,18,18,11.06,3.17,12
abacus,20,13,8.69,3.77,12
abhor,20,17,13.76,3.27,12
acrobatic,21,21,9.38,3.69,12
ageism,19,14,17.07,3.69,12
armful,19,18,9.61,3.18,12
astounded,20,20,11.4,2.89,12
backswing,20,18,11.67,3.6,12
badmouth,20,20,8.25,2.69,12
baldness,20,20,6.55,2.93,12
bedchamber,18,18,11.72,2.99,12
biddy,19,12,12.08,3.82,12
billfold,19,16,9.38,3.77,12
birdsong,19,19,9.58,3.89,12
bludgeon,18,18,13.5,2.87,12
boisterous,18,16,11.62,3.16,12
bombard,21,21,11.95,3.68,12
bowlegged,18,17,9.59,3.14,12
breastplate,19,18,12.39,3.63,12
burnout,19,19,12.11,3.83,12
businesslike,20,20,10.55,2.76,12
busty,20,20,11.45,2.26,12
caber,20,8,13,4.9,12
cacciatore,19,11,17.55,3.93,12
cadre,21,11,15.45,2.73,12
calorie,19,19,11.42,4.02,12
camembert,20,14,15.71,3.75,12
candlelit,20,20,9.05,3.24,12
cerebellum,20,20,14.45,2.46,12
chicanery,20,4,12.75,3.2,12
chlorophyll,20,20,11.75,2.27,12
coitus,21,17,15.35,2.8,12
competency,19,19,10.95,2.86,12
croon,21,15,13.33,3.39,12
desirous,20,17,12.94,3.31,12
dewy,21,18,10.17,4.88,12
diagnostician,20,19,16.53,4.62,12
digress,19,18,14.61,2.62,12
dilate,20,20,12.95,4.32,12
directness,20,20,11,3.06,12
dissipation,20,16,13.5,2.92,12
economize,20,20,14.55,2.35,12
elderberry,20,18,11.28,4.07,12
entitlement,21,21,12.62,3.67,12
expansive,20,20,12.1,3.39,12
fallible,19,16,12.12,2.42,12
fertilization,19,19,9.47,2.01,12
fiduciary,19,14,15.71,2.87,12
fluoride,21,21,9.67,5,12
fortify,18,18,10.83,2.81,12
haired,19,15,9.93,3.97,12
hairnet,20,20,8.7,2.54,12
halyard,20,3,16,1,12
handoff,18,17,8.82,3.83,12
hardtack,20,12,11,3.54,12
horticulture,18,16,14.12,3.24,12
hydroponic,19,17,15.18,4.2,12
incalculable,19,18,14.5,3.57,12
incitement,20,14,14.57,2.53,12
inference,20,19,13.32,4.62,12
intensify,19,18,13,3.12,12
interceptor,19,19,11.11,2.87,12
iridium,20,17,14.41,3.39,12
itemized,20,20,12.1,4.1,12
kibitz,20,6,13.83,1.94,12
lateness,21,21,8.48,3.71,12
leveraged,18,18,13,3.55,12
macaw,19,15,8.8,2.93,12
masochistic,18,17,15.35,2.83,12
mastectomy,19,15,14.67,3.11,12
maw,21,11,13.91,4.41,12
mercantile,20,18,12.33,4.06,12
merriment,18,17,11.88,2.5,12
mesquite,19,16,12.31,4.44,12
microbe,19,18,12.61,2.5,12
miscreant,20,14,16.14,2.38,12
otherworldly,18,14,11,3.01,12
outcry,19,18,10.11,2.3,12
oxidized,21,20,13.2,3.11,12
patella,19,12,14.25,1.66,12
pericardial,19,12,16.75,2.99,12
philanderer,20,16,17,3.12,12
pinhole,19,17,8.71,4.45,12
populate,18,18,9.78,2.41,12
posthaste,18,14,12.93,3.22,12
proofread,20,20,8.75,2.22,12
pulchritude,18,8,16,3.16,12
pushup,19,19,7.53,2.14,12
ranching,19,18,8.83,4.22,12
rapier,20,17,14.12,3.79,12
rapt,19,13,14.69,2.66,12
redeploy,20,16,13.25,3.68,12
refit,19,17,12,3.12,12
relaxant,18,17,13.06,3.23,12
repayment,19,18,11.94,3.28,12
repentant,20,19,10.68,4.16,12
repressive,20,20,12.65,3.12,12
reshoot,19,18,10.72,3.23,12
reticent,21,13,15.31,4.7,12
revulsion,18,17,12.41,3.2,12
scion,19,13,16.85,5.79,12
scrawl,19,15,11.73,2.81,12
sealant,18,13,12.92,4.52,12
serpentine,18,18,12.89,3.27,12
serviceable,19,19,13.68,3.99,12
showboating,21,20,12.75,4.83,12
shrinkage,18,18,10.83,4.12,12
shutout,20,20,9.3,2.94,12
speedometer,20,20,9.35,2.8,12
spittle,18,15,9.73,3.86,12
stirrup,19,19,9.68,4.07,12
stoppage,20,19,10.95,2.86,12
streetwalker,19,18,12.61,4.05,12
strum,21,18,9.17,5.04,12
stylized,19,19,12.11,3.43,12
substantive,20,19,15.05,3.31,12
succinct,20,17,14.24,2.88,12
sweepstake,21,21,10.67,3.62,12
talc,19,16,10.25,3.3,12
tattered,19,19,10.42,2.69,12
temperate,19,18,11.72,3.27,12
tepid,19,16,13.44,3.76,12
thoughtfulness,19,19,9.32,3.4,12
throb,19,19,10.05,1.99,12
triangular,20,20,7.8,3.55,12
umbrage,18,10,13.9,3.14,12
unbuckled,19,19,5.63,2.93,12
unchallenged,20,20,10.5,2.87,12
uncork,20,19,10.79,3.49,12
underside,19,18,10,3.31,12
unfunny,20,20,8.75,2.73,12
unimpressive,19,19,9.68,3.09,12
urology,19,17,16.24,4.44,12
vena,20,10,14.4,2.95,12
vibrato,19,18,12.5,3.26,12
vichyssoise,19,7,13.43,4.61,12
visualization,21,21,10.86,2.59,12
wildness,19,19,8.47,3.26,12
wince,21,18,8.89,2.91,12
yawl,20,9,11.44,5.29,12
academia,20,19,13.74,2.77,12
achiever,18,18,9.11,2.08,12
adversarial,18,18,14,3.11,12
ambivalent,18,17,12.12,2.67,12
antihistamine,18,14,12.93,4.03,12
bumble,18,15,7.27,3.69,12
colonization,19,18,9.83,2.46,12
colossus,19,18,11.5,2.81,12
compendium,18,14,12.57,3.46,12
conceptual,18,18,13.28,2.54,12
confessor,20,19,11.37,4.67,12
contemptuous,18,17,13.47,2.87,12
convergence,18,18,11.61,3.71,12
cretaceous,19,14,12.71,3.27,12
defensible,18,15,10.8,2.4,12
deplore,18,15,12.4,2.77,12
discourteous,18,18,12.06,2.34,12
disintegration,18,18,11.56,3.13,12
elopement,19,17,13.47,2.4,12
emanate,18,16,12.19,2.99,12
entomology,18,15,12.8,3.14,12
flathead,18,17,9.53,2.9,12
foghorn,18,18,8.94,4.8,12
follicle,18,16,12.38,4.86,12
frothy,20,18,10.67,4.38,12
grapple,18,17,9.94,3.56,12
groundless,20,18,11.72,2.32,12
gurgle,19,19,7.74,2.56,12
guzzle,19,18,10.33,2.57,12
helplessness,18,18,9.67,1.88,12
idiom,18,18,14.06,3.9,12
inchworm,19,19,6.63,2.69,12
insurgent,18,16,13.88,3.2,12
jambalaya,19,16,11.94,3.84,12
jute,18,12,13.17,3.54,12
lengthen,20,19,7.84,3.24,12
mains,19,16,11,3.5,12
manliness,18,18,8.39,2.79,12
meld,19,19,11.63,3.39,12
nationalism,18,18,12.39,2.91,12
nationalist,19,19,13.47,4.13,12
netherworld,19,16,10.75,3.45,12
neutrino,18,10,13.8,4.13,12
nitric,18,15,11.73,3.2,12
outdoorsy,18,16,10.81,3.31,12
painstaking,18,18,11.17,2.55,12
paraphrase,19,19,13.16,2.46,12
phonetic,18,18,9.94,3.23,12
pimply,18,14,11.36,3,12
proliferation,19,16,14.5,3.39,12
pronoun,19,19,8.63,2.48,12
reconnoiter,18,9,11.67,2.35,12
regurgitate,19,19,10.79,2.94,12
repopulate,19,19,12,2.29,12
resale,20,20,8.55,2.89,12
scaffolding,18,18,11.22,2.82,12
shockwave,19,19,11.16,2.5,12
snarky,20,18,16.56,4.76,12
spearfish,20,15,12.47,2.92,12
spongy,19,19,8.89,2.94,12
spoof,18,18,9.72,2.99,12
steamroller,19,18,7.67,2.61,12
strategize,19,19,13,3.21,12
streamliner,20,17,13.88,3.02,12
tamale,18,16,10.56,4.08,12
towline,18,15,11.6,3.81,12
ultrasonic,20,19,14.74,3.97,12
unquenchable,19,19,11.21,3.17,12
untalented,18,18,9.06,3.92,12
untried,18,17,11.82,3.5,12
urethra,19,19,12.68,3.18,12
vastness,18,18,11.5,2.71,12
bairn,21,3,12,2,12
menage,19,11,14.91,3.14,12
arranger,19,18,12.44,3.31,11
buyout,19,19,11.11,3.26,11
fossilized,19,19,9.16,2.99,11
meditative,19,18,12.06,2.44,11
softhearted,19,19,9.05,3.14,11
teleport,19,19,8.84,2.93,11
unassisted,19,19,8.89,2.62,11
audiovisual,18,16,11.44,2.19,11
imperialism,20,19,12.68,3.42,11
licensing,19,19,11.79,3.14,11
schoolmarm,18,12,12.5,3.71,11
sleepwalker,18,18,8.89,3.22,11
stomper,19,16,8.31,2.89,11
additive,18,18,12.28,2.32,11
adjournment,19,19,14.26,3.91,11
afoul,18,16,11.81,3.89,11
anteater,19,18,8.5,5.16,11
beleaguered,18,12,13.75,4.43,11
bindle,19,9,14.78,3.07,11
blockhouse,19,12,10.58,4.17,11
bluntness,18,18,11.06,3.52,11
bunkmate,19,19,10.74,3.49,11
burlap,18,18,10.28,3.66,11
calibration,18,18,12.44,2.48,11
canny,19,16,13.88,3.67,11
chintz,19,13,12.54,2.88,11
chippie,19,13,14.31,4.11,11
choirboy,18,18,7.83,2.79,11
cognizant,18,17,12.18,4.1,11
contrite,19,19,13.63,3.56,11
criterion,18,13,14.08,3.3,11
dalliance,19,12,14.5,3.26,11
databank,21,20,15.5,4.82,11
dejected,19,18,11.5,2.75,11
dissipate,18,18,13.22,3.89,11
dystrophy,18,15,12.8,2.76,11
empathic,20,18,14.11,3.97,11
ensconced,22,13,14.77,3.27,11
equivalency,18,18,11.06,1.76,11
forestry,18,18,9.94,2.67,11
garish,20,16,15.88,4.54,11
geyser,18,18,10.11,2.3,11
gremlin,20,20,8.4,2.21,11
hairdryer,18,18,6.06,1.92,11
hobnob,18,12,13.67,5.26,11
hoosegow,18,9,14.11,3.66,11
hyphen,19,19,8.53,1.74,11
imbecilic,20,14,13.21,2.22,11
incapacitate,19,17,13.29,2.95,11
interlocking,19,19,8.89,2.13,11
lighthearted,20,20,11.8,4.19,11
loudmouthed,18,18,7.94,3.61,11
macroscopic,22,19,12.37,2.67,11
musher,18,9,14.33,5.34,11
neoprene,18,10,15.4,5.08,11
noncompliance,20,20,14.5,3.61,11
peon,18,15,11.2,2.68,11
playgirl,19,19,13.16,3.15,11
ponderous,20,20,12.8,4.02,11
propel,19,18,10.06,2.18,11
purist,19,19,12.11,2.94,11
redouble,18,16,10.12,3.4,11
rename,18,18,9.06,2.96,11
reshape,18,18,9.22,2.84,11
retest,19,19,9.47,3.63,11
roadway,19,19,6.89,2.26,11
sainthood,19,19,10.53,3.12,11
sandlot,19,19,8.74,4.04,11
scoutmaster,20,20,9,2.58,11
scrunch,18,18,6.67,2.87,11
slither,19,19,8.05,2.93,11
sopping,19,17,9.76,2.49,11
sparse,18,12,11.83,1.9,11
spelunking,18,13,12.46,4.41,11
spurn,22,16,11.88,3.77,11
stratagem,19,17,13.24,4.62,11
thresher,19,13,12.54,4.5,11
transact,19,16,11.75,2.86,11
udder,19,17,7.29,2.42,11
unscramble,19,18,10.11,3.63,11
unstuck,18,18,7.28,3.51,11
unwinnable,20,20,11.35,5.07,11
whist,19,12,15.33,5.23,11
wintry,18,17,8.65,2.67,11
wormy,18,18,6.78,2.16,11
zinger,18,18,10,3.66,11
abolitionist,18,15,12.6,3.5,11
acidic,19,19,11.21,1.72,11
acrimony,19,12,14.75,4.45,11
adapter,19,19,11.79,2.72,11
adaptive,18,18,11.33,3.53,11
addled,19,15,12,2.83,11
afeard,18,7,10.86,4.3,11
agitator,19,19,11.84,2.95,11
allege,18,16,12.81,2.54,11
altruism,20,19,15.79,2.51,11
antagonism,18,16,11.81,3.71,11
asymptomatic,18,15,13.73,3.39,11
auger,18,14,13.64,5.31,11
austere,18,13,13.77,3.03,11
autonomous,20,17,12.59,3.28,11
backstop,19,14,9.57,4.13,11
barbarous,20,17,12.71,3.02,11
belladonna,18,14,14.71,4.48,11
bendy,18,16,7.69,3.46,11
betrothal,18,15,13.73,2.84,11
blithe,20,15,16.13,3.87,11
boldness,20,20,9.8,3.74,11
bombastic,20,17,15.59,4.27,11
braised,20,18,13.83,4.42,11
breaded,19,19,9.11,3.21,11
brevity,19,15,13.47,4.5,11
bristle,19,19,10.58,3.58,11
brouhaha,18,15,11.73,4.89,11
bughouse,18,17,10.06,3.86,11
bunting,18,18,11.22,4.39,11
capper,19,17,12.41,3.37,11
carcinoma,18,16,15.25,3.04,11
cardiogram,20,18,14.89,4.52,11
chaff,18,16,10.25,4.06,11
changeling,18,17,12.29,3.31,11
chlorate,20,14,13.21,4.15,11
chronometer,19,13,14.23,3.17,11
chucklehead,19,14,12,6.35,11
climactic,18,17,13.24,4.12,11
clinker,18,14,11.43,2.53,11
compensatory,20,17,14.18,3.68,11
congenial,19,17,12.59,4.39,11
converter,19,18,12.72,4.88,11
corncob,19,19,5.16,1.5,11
curative,19,15,13.6,4.78,11
deactivation,18,18,11.56,3.85,11
diffusion,18,18,12.78,2.24,11
disassemble,19,19,9.79,3.49,11
dishwater,18,18,6.39,2.83,11
downlink,19,14,16.29,4.45,11
duplicity,20,19,12.42,2.81,11
ember,18,16,10.5,3.5,11
empathetic,22,22,13.32,5.11,11
encrypt,19,19,13.16,4.22,11
entropy,19,12,15.42,5.48,11
fishnet,22,22,10.55,3.22,11
floe,20,12,14.17,4.11,11
fop,18,7,11.71,3.5,11
gearshift,19,19,10.89,4.23,11
grabby,18,18,7.94,3.47,11
haddock,20,11,13,4.69,11
harmonics,20,20,12.4,4.44,11
harvester,19,19,9.53,2.84,11
heaviness,19,19,6.11,1.29,11
hermitage,18,17,12.76,4.22,11
hootenanny,18,13,13,5.67,11
hopelessness,18,18,9.67,3.16,11
hydrazine,18,10,16.4,2.99,11
hyperbole,19,18,12.94,2.65,11
immunization,19,19,11.11,4.32,11
inadvertent,37,33,13.21,3.25,11
inauguration,19,18,11.22,3.3,11
incontinence,19,17,14.41,4.32,11
ingenuous,18,17,13.35,3.16,11
instigator,18,18,13.06,3.19,11
jovial,20,18,11.33,2.91,11
judiciary,18,17,12.65,3.55,11
legality,18,18,11.5,3.43,11
legalize,18,18,11.67,2.74,11
majorette,18,17,11.76,3.78,11
manganese,19,13,16.38,3.99,11
meteorologist,18,18,8.89,2.85,11
mismatch,19,19,8.58,2.48,11
mismatched,19,19,8.26,3.07,11
monocle,19,15,13,3.4,11
muffle,19,19,9.84,2.63,11
namesake,18,17,10.29,3.06,11
noxious,19,18,12.72,2.99,11
onshore,20,19,9.26,2.58,11
outbuilding,19,16,10.62,5.35,11
papoose,18,13,10.77,5.28,11
passbook,18,11,14.55,3.8,11
pasties,20,20,10.55,4.88,11
photosynthesis,18,18,10.67,2.91,11
pickax,18,14,9.79,3.75,11
pragmatism,22,17,15.59,3.3,11
pram,18,10,9.9,1.73,11
pulverize,19,19,12.63,3.32,11
radioman,18,14,9.71,3.24,11
